turn,pct_nodes_explored,pct_links_explored,node_novelty_score,link_novelty_score
0,1.0309278350515463,0.8403361344537815,1.0,1.0
1,3.0927835051546393,1.680672268907563,1.0,0.5
2,5.154639175257731,3.361344537815126,0.6666666666666666,0.5
3,7.216494845360824,5.042016806722689,0.5,0.4
4,9.278350515463918,6.722689075630252,0.4,0.3333333333333333
5,11.34020618556701,8.403361344537815,0.3333333333333333,0.3333333333333333
6,13.402061855670103,10.084033613445378,0.2857142857142857,0.25
7,15.463917525773196,11.76470588235294,0.25,0.25
8,16.49484536082474,12.605042016806722,0.14285714285714285,0.1111111111111111
9,18.556701030927837,14.285714285714285,0.2222222222222222,0.2222222222222222
10,20.618556701030926,15.966386554621847,0.25,0.2222222222222222
11,22.68041237113402,17.647058823529413,0.2,0.2
12,23.711340206185564,19.327731092436977,0.1111111111111111,0.2
13,24.742268041237114,20.168067226890756,0.1,0.1111111111111111
14,26.804123711340207,21.84873949579832,0.2222222222222222,0.2
15,26.804123711340207,22.689075630252102,0.0,0.1111111111111111
16,26.804123711340207,22.689075630252102,0.0,0.0
17,26.804123711340207,22.689075630252102,0.0,0.0
18,28.865979381443296,25.210084033613445,0.2222222222222222,0.3333333333333333
19,30.927835051546392,26.89075630252101,0.2,0.2222222222222222
20,32.98969072164948,28.57142857142857,0.2222222222222222,0.2
21,34.02061855670103,29.411764705882355,0.1,0.1
22,35.051546391752574,30.252100840336134,0.1,0.1
23,37.11340206185567,32.773109243697476,0.2222222222222222,0.3
24,38.144329896907216,33.61344537815126,0.125,0.1
25,39.175257731958766,34.45378151260504,0.1111111111111111,0.1111111111111111
26,40.20618556701031,35.294117647058826,0.1,0.1
27,41.23711340206185,36.134453781512605,0.125,0.1
28,42.2680412371134,36.97478991596639,0.1111111111111111,0.1
29,44.329896907216494,38.655462184873954,0.2,0.2
30,46.391752577319586,40.33613445378151,0.2,0.2222222222222222
31,48.45360824742268,42.016806722689076,0.2222222222222222,0.2222222222222222
32,49.48453608247423,42.857142857142854,0.1,0.1
33,50.51546391752577,44.537815126050425,0.1111111111111111,0.2
34,50.51546391752577,45.378151260504204,0.0,0.1
35,50.51546391752577,45.378151260504204,0.0,0.0
36,51.546391752577314,46.21848739495798,0.1111111111111111,0.1
37,54.63917525773196,48.739495798319325,0.3,0.3
38,55.670103092783506,49.57983193277311,0.1111111111111111,0.1
39,56.70103092783505,51.26050420168067,0.1111111111111111,0.2
40,57.73195876288659,52.10084033613446,0.1,0.1
41,57.73195876288659,52.10084033613446,0.0,0.0
42,58.76288659793815,53.78151260504202,0.1111111111111111,0.2222222222222222
43,59.79381443298969,54.621848739495796,0.1,0.1111111111111111
44,60.824742268041234,55.46218487394958,0.1111111111111111,0.1
45,61.855670103092784,56.30252100840336,0.1111111111111111,0.1
46,61.855670103092784,56.30252100840336,0.0,0.0
47,61.855670103092784,56.30252100840336,0.0,0.0
48,62.88659793814433,57.14285714285714,0.1,0.1
49,63.91752577319587,57.98319327731093,0.1111111111111111,0.1
50,65.97938144329896,59.66386554621849,0.2,0.2222222222222222
51,67.0103092783505,61.34453781512605,0.1,0.2
52,68.04123711340206,62.18487394957983,0.1111111111111111,0.1
53,68.04123711340206,63.02521008403361,0.0,0.1
54,68.04123711340206,63.02521008403361,0.0,0.0
55,68.04123711340206,63.86554621848739,0.0,0.1
56,68.04123711340206,64.70588235294117,0.0,0.1
57,68.04123711340206,64.70588235294117,0.0,0.0
58,68.04123711340206,64.70588235294117,0.0,0.0
59,68.04123711340206,64.70588235294117,0.0,0.0
60,68.04123711340206,64.70588235294117,0.0,0.0
61,68.04123711340206,64.70588235294117,0.0,0.0
62,68.04123711340206,64.70588235294117,0.0,0.0
63,69.0721649484536,65.54621848739495,0.1111111111111111,0.1
64,71.1340206185567,67.22689075630252,0.2,0.2
65,73.19587628865979,68.90756302521008,0.2,0.2
66,73.19587628865979,68.90756302521008,0.0,0.0
67,74.22680412371135,69.74789915966386,0.1,0.1
68,75.25773195876289,70.58823529411765,0.1,0.1
69,76.28865979381443,71.42857142857143,0.1111111111111111,0.1
70,77.31958762886599,72.26890756302521,0.1111111111111111,0.1
71,78.35051546391753,73.10924369747899,0.1,0.1
72,78.35051546391753,73.10924369747899,0.0,0.0
73,79.38144329896907,73.94957983193278,0.1,0.1
74,80.41237113402062,74.78991596638656,0.1,0.1111111111111111
75,81.44329896907216,75.63025210084034,0.1,0.1
76,82.4742268041237,76.47058823529412,0.1,0.1111111111111111
77,83.50515463917526,78.15126050420169,0.125,0.2222222222222222
78,83.50515463917526,78.15126050420169,0.0,0.0
79,83.50515463917526,78.15126050420169,0.0,0.0
80,83.50515463917526,79.83193277310924,0.0,0.2222222222222222
81,83.50515463917526,79.83193277310924,0.0,0.0
82,83.50515463917526,79.83193277310924,0.0,0.0
83,83.50515463917526,79.83193277310924,0.0,0.0
84,83.50515463917526,79.83193277310924,0.0,0.0
85,83.50515463917526,79.83193277310924,0.0,0.0
86,83.50515463917526,79.83193277310924,0.0,0.0
87,83.50515463917526,79.83193277310924,0.0,0.0
88,83.50515463917526,79.83193277310924,0.0,0.0
89,83.50515463917526,79.83193277310924,0.0,0.0
90,83.50515463917526,79.83193277310924,0.0,0.0
91,83.50515463917526,79.83193277310924,0.0,0.0
92,83.50515463917526,79.83193277310924,0.0,0.0
93,83.50515463917526,79.83193277310924,0.0,0.0
94,83.50515463917526,79.83193277310924,0.0,0.0
95,83.50515463917526,79.83193277310924,0.0,0.0
96,83.50515463917526,79.83193277310924,0.0,0.0
97,83.50515463917526,79.83193277310924,0.0,0.0
98,83.50515463917526,79.83193277310924,0.0,0.0
99,83.50515463917526,79.83193277310924,0.0,0.0
