turn,pct_nodes_explored,pct_links_explored,node_novelty_score,link_novelty_score,abs_nodes_explored,abs_links_explored
0,1.0309278350515463,0.8403361344537815,1.0,1.0,1,1
1,3.0927835051546393,1.680672268907563,1.0,0.5,3,2
2,5.154639175257731,3.361344537815126,0.6666666666666666,0.5,5,4
3,8.24742268041237,5.88235294117647,0.6,0.42857142857142855,8,7
4,12.371134020618557,9.243697478991598,0.5714285714285714,0.36363636363636365,12,11
5,15.463917525773196,12.605042016806722,0.3,0.3076923076923077,15,15
6,15.463917525773196,15.126050420168067,0.0,0.2,15,18
7,16.49484536082474,15.966386554621847,0.09090909090909091,0.05555555555555555,16,19
8,18.556701030927837,18.487394957983195,0.18181818181818182,0.15789473684210525,18,22
9,20.618556701030926,20.168067226890756,0.13333333333333333,0.09523809523809523,20,24
10,23.711340206185564,22.689075630252102,0.1875,0.125,23,27
11,24.742268041237114,25.210084033613445,0.05263157894736842,0.12,24,30
12,25.773195876288657,26.05042016806723,0.058823529411764705,0.041666666666666664,25,31
13,26.804123711340207,26.89075630252101,0.05,0.038461538461538464,26,32
14,26.804123711340207,27.73109243697479,0.0,0.037037037037037035,26,33
15,26.804123711340207,27.73109243697479,0.0,0.0,26,33
16,26.804123711340207,27.73109243697479,0.0,0.0,26,33
17,26.804123711340207,27.73109243697479,0.0,0.0,26,33
18,27.835051546391753,28.57142857142857,0.04,0.03125,27,34
19,29.896907216494846,30.252100840336134,0.07407407407407407,0.0625,29,36
20,34.02061855670103,33.61344537815126,0.14814814814814814,0.12121212121212122,33,40
21,37.11340206185567,36.97478991596639,0.10714285714285714,0.11764705882352941,36,44
22,38.144329896907216,37.81512605042017,0.03571428571428571,0.027777777777777776,37,45
23,41.23711340206185,40.33613445378151,0.1,0.08571428571428572,40,48
24,44.329896907216494,43.69747899159664,0.1,0.10810810810810811,43,52
25,47.42268041237113,46.21848739495798,0.09090909090909091,0.07894736842105263,46,55
26,50.51546391752577,48.739495798319325,0.09090909090909091,0.07692307692307693,49,58
27,52.57731958762887,51.26050420168067,0.06666666666666667,0.07894736842105263,51,61
28,55.670103092783506,53.78151260504202,0.0967741935483871,0.08108108108108109,54,64
29,58.76288659793815,56.30252100840336,0.09375,0.07894736842105263,57,67
30,60.824742268041234,57.98319327731093,0.06451612903225806,0.05263157894736842,59,69
31,62.88659793814433,59.66386554621849,0.05714285714285714,0.04878048780487805,61,71
32,64.94845360824742,62.18487394957983,0.05555555555555555,0.07142857142857142,63,74
33,65.97938144329896,63.02521008403361,0.029411764705882353,0.024390243902439025,64,75
34,67.0103092783505,64.70588235294117,0.027777777777777776,0.046511627906976744,65,77
35,68.04123711340206,65.54621848739495,0.029411764705882353,0.023255813953488372,66,78
36,71.1340206185567,68.0672268907563,0.08108108108108109,0.06818181818181818,69,81
37,73.19587628865979,70.58823529411765,0.05555555555555555,0.06666666666666667,71,84
38,73.19587628865979,70.58823529411765,0.0,0.0,71,84
39,74.22680412371135,71.42857142857143,0.029411764705882353,0.023809523809523808,72,85
40,76.28865979381443,73.10924369747899,0.05263157894736842,0.044444444444444446,74,87
41,78.35051546391753,74.78991596638656,0.05714285714285714,0.045454545454545456,76,89
42,79.38144329896907,76.47058823529412,0.02631578947368421,0.046511627906976744,77,91
43,79.38144329896907,77.31092436974791,0.0,0.023255813953488372,77,92
44,80.41237113402062,78.15126050420169,0.02631578947368421,0.022727272727272728,78,93
45,81.44329896907216,78.99159663865547,0.02631578947368421,0.022222222222222223,79,94
46,82.4742268041237,79.83193277310924,0.027777777777777776,0.022727272727272728,80,95
47,84.5360824742268,81.5126050420168,0.05555555555555555,0.046511627906976744,82,97
48,87.62886597938144,84.03361344537815,0.08333333333333333,0.06666666666666667,85,100
49,88.65979381443299,84.87394957983193,0.02564102564102564,0.023809523809523808,86,101
50,89.69072164948454,85.71428571428571,0.02702702702702703,0.022727272727272728,87,102
51,91.75257731958763,87.39495798319328,0.05555555555555555,0.047619047619047616,89,104
52,92.78350515463917,89.07563025210085,0.02702702702702703,0.045454545454545456,90,106
53,93.81443298969072,89.91596638655463,0.02631578947368421,0.023255813953488372,91,107
54,94.84536082474226,91.59663865546219,0.02564102564102564,0.045454545454545456,92,109
55,94.84536082474226,92.43697478991596,0.0,0.023255813953488372,92,110
56,94.84536082474226,92.43697478991596,0.0,0.0,92,110
57,95.87628865979381,94.11764705882352,0.027777777777777776,0.046511627906976744,93,112
58,96.90721649484536,94.9579831932773,0.027777777777777776,0.023255813953488372,94,113
59,96.90721649484536,94.9579831932773,0.0,0.0,94,113
60,96.90721649484536,95.7983193277311,0.0,0.022222222222222223,94,114
61,96.90721649484536,95.7983193277311,0.0,0.0,94,114
62,96.90721649484536,95.7983193277311,0.0,0.0,94,114
63,96.90721649484536,96.63865546218487,0.0,0.023255813953488372,94,115
64,96.90721649484536,96.63865546218487,0.0,0.0,94,115
65,96.90721649484536,96.63865546218487,0.0,0.0,94,115
66,96.90721649484536,96.63865546218487,0.0,0.0,94,115
67,96.90721649484536,96.63865546218487,0.0,0.0,94,115
68,96.90721649484536,96.63865546218487,0.0,0.0,94,115
69,96.90721649484536,96.63865546218487,0.0,0.0,94,115
70,96.90721649484536,96.63865546218487,0.0,0.0,94,115
71,96.90721649484536,96.63865546218487,0.0,0.0,94,115
72,96.90721649484536,96.63865546218487,0.0,0.0,94,115
73,96.90721649484536,96.63865546218487,0.0,0.0,94,115
74,96.90721649484536,96.63865546218487,0.0,0.0,94,115
75,96.90721649484536,96.63865546218487,0.0,0.0,94,115
76,96.90721649484536,96.63865546218487,0.0,0.0,94,115
77,96.90721649484536,96.63865546218487,0.0,0.0,94,115
78,96.90721649484536,96.63865546218487,0.0,0.0,94,115
79,96.90721649484536,96.63865546218487,0.0,0.0,94,115
80,96.90721649484536,96.63865546218487,0.0,0.0,94,115
81,96.90721649484536,96.63865546218487,0.0,0.0,94,115
82,96.90721649484536,96.63865546218487,0.0,0.0,94,115
83,96.90721649484536,96.63865546218487,0.0,0.0,94,115
84,96.90721649484536,96.63865546218487,0.0,0.0,94,115
85,96.90721649484536,96.63865546218487,0.0,0.0,94,115
86,96.90721649484536,96.63865546218487,0.0,0.0,94,115
87,96.90721649484536,96.63865546218487,0.0,0.0,94,115
88,96.90721649484536,96.63865546218487,0.0,0.0,94,115
89,96.90721649484536,96.63865546218487,0.0,0.0,94,115
90,96.90721649484536,96.63865546218487,0.0,0.0,94,115
91,96.90721649484536,96.63865546218487,0.0,0.0,94,115
92,96.90721649484536,96.63865546218487,0.0,0.0,94,115
93,96.90721649484536,96.63865546218487,0.0,0.0,94,115
94,96.90721649484536,96.63865546218487,0.0,0.0,94,115
95,96.90721649484536,96.63865546218487,0.0,0.0,94,115
96,96.90721649484536,96.63865546218487,0.0,0.0,94,115
97,96.90721649484536,96.63865546218487,0.0,0.0,94,115
98,96.90721649484536,96.63865546218487,0.0,0.0,94,115
99,96.90721649484536,96.63865546218487,0.0,0.0,94,115
